Country name,Ladder score,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,year,Regional indicator_Central and Eastern Europe,Regional indicator_Commonwealth of Independent States,Regional indicator_East Asia,Regional indicator_Latin America and Caribbean,Regional indicator_Middle East and North Africa,Regional indicator_North America and ANZ,Regional indicator_South Asia,Regional indicator_Southeast Asia,Regional indicator_Sub-Saharan Africa,Regional indicator_Unkown,Regional indicator_Western Europe
Mexico,6.829,0.3839045716647888,0.5321376008729005,0.36669631151625204,-0.5006099110992408,-0.7917196423515419,0.23251249808647628,3,0,0,0,1,0,0,0,0,0,0,0
Mexico,6.963,0.3240521292953358,0.46404781551842694,0.37475242200805037,-0.464900624894179,-0.46770315410819924,0.12020696345103299,4,0,0,0,1,0,0,0,0,0,0,0
Mexico,6.802,0.3552794905315722,0.5321376008729005,0.38280853249984875,0.22071767024300626,-0.29323273736178396,-0.2594927012687991,5,0,0,0,1,0,0,0,0,0,0,0
Mexico,6.91,0.3743628779537171,0.08955399606882238,0.4069768639752438,0.5992361040166603,-0.6110181392927547,-0.23275328826036024,6,0,0,0,1,0,0,0,0,0,0,0
Mexico,7.32,0.393446265375862,-0.39558572458180075,0.431145195450637,0.2921362426531298,-0.5736316214185228,-0.5803656573700651,7,0,0,0,1,0,0,0,0,0,0,0
Mexico,7.443,0.393446265375862,-0.4636755099362743,0.45531352692603205,-0.05781476215647558,-1.022269835909305,-0.676627544200445,8,0,0,0,1,0,0,0,0,0,0,0
Mexico,6.68,0.4064576658909596,-0.26791737704216284,0.4794818584014252,0.2278595274840186,-0.5798627077308948,-0.5964093051751284,9,0,0,0,1,0,0,0,0,0,0,0
Mexico,6.236,0.4238061999110923,-0.4466530635976559,0.5036501898768203,-0.20065190697672267,-0.9412657138484692,-0.17927446224348248,10,0,0,0,1,0,0,0,0,0,0,0
Mexico,6.824,0.4385524538282037,0.6768283947511567,0.5439307423358102,0.03502938197668503,-0.9474968001608413,0.3608616805269829,11,0,0,0,1,0,0,0,0,0,0,0
Mexico,6.41,0.44635929413726316,-0.11471535999459734,0.5842112947948,0.8134918212470309,-1.2528200294670682,0.31807861971348067,12,0,0,0,1,0,0,0,0,0,0,0
Mexico,6.55,0.45503356114732874,0.378935583825335,0.6244918472537899,0.49210824540147496,-1.1095050442825125,0.3608616805269829,13,0,0,0,1,0,0,0,0,0,0,0
Mexico,6.432,0.4446244407352494,0.32786824480947985,0.6647723997127798,1.1134498253695497,-0.8727237644123775,0.3608616805269829,14,0,0,0,1,0,0,0,0,0,0,0
Mexico,5.964,0.35007493032553255,-0.2934510465500904,0.7050529521717716,0.8991941081391792,-0.7356398655401941,0.19507731987466184,15,0,0,0,1,0,0,0,0,0,0,0
Mexico,6.317,0.4168667863030389,0.14913255825398675,0.6643695941881899,0.8206336784880432,-0.9101102822866094,0.30738285451010516,16,0,0,0,1,0,0,0,0,0,0,0
Moldova,5.102,-0.38376805872603154,-0.012580681962887004,-0.41206103602422595,-1.3790583517437596,-1.016038749596933,0.9865639449244521,1,0,1,0,0,0,0,0,0,0,0,0
Moldova,4.775,-0.3560104042938211,-0.08067046731736055,-0.38789270454883185,-0.36491462352000686,-1.1531226484691164,1.0079554753312032,2,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.503,-0.28921854831631466,0.4980927081956637,-0.3637243730734377,-0.7577167717756855,-0.3430814278607598,0.9865639449244521,3,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.554,-0.3421315770777158,0.3619131374867166,-0.3395560415980436,-1.4004839234667967,-0.6110181392927547,0.9812160623227644,4,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.59,-0.2814117080072552,0.28531212896293384,-0.3153877101226495,-1.0648166331392168,-0.5424761898566629,1.0026075927295155,5,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.792,-0.23196838604988,0.47255903868773613,-0.2724217874997265,-0.8505609159088462,-0.5050896719824312,1.1523483055767725,6,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.996,-0.23717294625591964,0.10657644240744077,-0.2294558648768035,-1.0362492041751674,-0.30569490998652793,1.141652540373397,7,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.756,-0.16170682326834768,-0.08918169048666975,-0.18648994225388052,-0.6363051986784756,-0.4240855499215955,1.0667821839497682,8,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.917,-0.11920291491902585,-0.07215924414805136,-0.14352401963095754,-0.886270202113908,-0.6982533476659623,0.9812160623227644,9,0,1,0,0,0,0,0,0,0,0,0
Moldova,6.017,-0.11486578141399229,0.22573356677776948,-0.10055809700803456,-1.086242204862254,-0.5549383624814068,1.0774779491531437,10,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.578,-0.06802473955963691,0.20019989726984191,-0.006570141270390243,-1.3576327800207226,-0.287001651049412,1.2165228967970259,11,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.326,-0.013376857396223572,0.14913255825398675,0.08741781446725312,-1.386200208984772,-0.3243881689236438,0.9865639449244521,12,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.682,0.03866874466417147,0.6683171715818476,0.18140577020489745,0.5492431033295738,-0.5175518446071751,1.0026075927295155,13,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.803,0.08377493311651313,-0.038114351470814586,0.27539372594254174,0.26356881368908036,-0.5674005351061508,0.7619528756535655,14,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.812,0.07249838600342771,0.5151151545342821,0.3693816816801861,0.7992081067650062,-0.3555436004855037,1.0667821839497682,15,0,1,0,0,0,0,0,0,0,0,0
Moldova,5.766,0.06555897239537586,0.3704243606560258,0.2752594574343445,0.5349593888475491,-0.48639641304531517,0.9437808841109498,16,0,1,0,0,0,0,0,0,0,0,0
Mongolia,4.609,-0.47311300892970876,0.5746937167194465,-0.6483736104503018,0.2421432419660433,0.40464892962387716,0.9437808841109498,2,0,0,1,0,0,0,0,0,0,0,0
Mongolia,4.493,-0.41152571315824205,0.906631420322505,-0.58661009667985,-1.8789883586146245,0.42957327487336505,1.1790877185852116,3,0,0,1,0,0,0,0,0,0,0,0
Mongolia,4.586,-0.39764688594213676,0.770451849613558,-0.4630830691389463,-0.8291353441858091,0.6227369505568963,0.9972597101278277,5,0,0,1,0,0,0,0,0,0,0,0
Mongolia,5.031,-0.27533972110020943,1.1449456690631614,-0.42280251667995644,-0.3363471945559574,0.9467534388002389,1.013303357932891,6,0,0,1,0,0,0,0,0,0,0,0
Mongolia,4.885,-0.1911993311025719,0.8981201971531958,-0.38252196422096657,-0.42204948144810567,0.672585641055872,1.0186512405345787,7,0,0,1,0,0,0,0,0,0,0,0
Mongolia,4.913,-0.11313092801198009,1.0342997678621428,-0.34224141176197576,0.006461953012635613,0.8532871441146593,0.9972597101278277,8,0,0,1,0,0,0,0,0,0,0,0
Mongolia,4.825,-0.06455503275561097,1.1023895532166155,-0.3019608593029859,0.03502938197668503,0.915598007238379,0.8956499406957599,9,0,0,1,0,0,0,0,0,0,0,0
Mongolia,4.983,-0.06108532595158505,0.7874742959521763,-0.261680306843995,-0.4363331959301296,1.0838373376724222,0.8475189972805699,10,0,0,1,0,0,0,0,0,0,0,0
Mongolia,5.057,-0.06802473955963691,1.1364344458938522,-0.23482660520466878,0.09216423990478387,0.5666571737455485,0.8475189972805699,11,0,0,1,0,0,0,0,0,0,0,0
Mongolia,5.334,-0.03853223172541423,0.9406763129997417,-0.20797290356534154,-0.5148936255812655,0.7473586768043357,0.6603431062214977,12,0,0,1,0,0,0,0,0,0,0,0
Mongolia,5.465,0.006573956726927424,1.0938783300473063,-0.18111920192601527,-0.36491462352000686,0.3423380665001574,0.5747769845944933,13,0,0,1,0,0,0,0,0,0,0,0
Mongolia,5.563,0.03433161115913791,1.127923222724543,-0.15426550028668806,-0.2577867649048215,0.934291266175495,0.703126167035,14,0,0,1,0,0,0,0,0,0,0,0
Mongolia,6.011,0.015248223736994549,0.8896089739838866,-0.12741179864736082,-0.20779376421773504,0.8844425756765191,0.5426896889843666,15,0,0,1,0,0,0,0,0,0,0,0
Mongolia,5.677,0.018717930541020476,1.0342997678621428,-0.15426550028668806,-0.2792123366278586,0.7286654178672198,0.6122121628063077,16,0,0,1,0,0,0,0,0,0,0,0
Montenegro,5.196,0.2728739539359469,0.15764378142329594,0.3425279800408589,-1.6790163558662785,-0.8291061602257738,0.39294897613710894,2,1,0,0,0,0,0,0,0,0,0,0
Montenegro,4.801,0.27807851414198653,0.021464210714348828,0.4230890849588386,-1.3647746372617349,-0.6234803119174986,0.5159502759759278,4,1,0,0,0,0,0,0,0,0,0,0
Montenegro,5.455,0.29976418166715124,-0.07215924414805136,0.4633696374178285,-1.3933420662257843,-1.2777443747165558,0.08277178523921855,5,1,0,0,0,0,0,0,0,0,0,0
Montenegro,5.223,0.3266544093983556,0.038486657052967214,0.48485259872929143,-1.4361932096718584,-1.4023661009639954,0.10951119824765743,6,1,0,0,0,0,0,0,0,0,0,0
Montenegro,5.219,0.301499035069165,-0.9317927842482799,0.5063355600407524,-2.036109217916896,-1.1905091663433482,0.072076020035843,7,1,0,0,0,0,0,0,0,0,0,0
Montenegro,5.074,0.33099154290338767,-0.6594336428303857,0.5278185213522134,-1.750434928276402,-1.0908117853453967,-0.2594927012687991,8,1,0,0,0,0,0,0,0,0,0,0
Montenegro,5.283,0.345737796820499,0.42149169967188094,0.5493014826636745,-1.7432930710353898,0.6102747779321523,0.14159849385778409,9,1,0,0,0,0,0,0,0,0,0,0
Montenegro,5.125,0.3743628779537171,-0.625388750153149,0.5707844439751374,-1.1719444917544022,-0.8914170233494935,0.21112096767972519,10,1,0,0,0,0,0,0,0,0,0,0
Montenegro,5.304,0.39951825228290777,0.44702536917980856,0.5976381456144627,-1.271930493128575,-0.5362451035442909,0.5747769845944933,11,1,0,0,0,0,0,0,0,0,0,0
Montenegro,5.615,0.43941988052920977,0.5746937167194465,0.6244918472537899,-0.8648446303908709,-0.5113207582948031,0.07742390263753078,12,1,0,0,0,0,0,0,0,0,0,0
Montenegro,5.65,0.4819237888785316,0.3619131374867166,0.6513455488931171,-0.8648446303908709,-0.3119259962988999,0.14694637645947187,13,1,0,0,0,0,0,0,0,0,0,0
Montenegro,5.386,0.5131511501147695,0.15764378142329594,0.6781992505324443,-0.37919833800203157,-0.6484046571669865,0.41968838914554785,14,1,0,0,0,0,0,0,0,0,0,0
Montenegro,5.722,0.4637078281573943,0.6257610557353016,0.7050529521717716,0.3921222440273028,0.3797245843743892,0.5533854541877422,15,1,0,0,0,0,0,0,0,0,0,0
Montenegro,5.581,0.48712834908457125,0.378935583825335,0.6780649820242471,-0.2792123366278586,-0.20599752898857634,0.3769053283320462,16,1,0,0,0,0,0,0,0,0,0,0
Morocco,4.383,-0.5485791319172807,-1.6382243073009413,-0.019996992090053855,-0.6005959124734137,-1.0035765769721892,0.8475189972805699,5,0,0,0,0,1,0,0,0,0,0,0
Morocco,5.085,-0.5164843439800382,0.16615500459260513,0.020283560368936023,-1.2005119207184516,-1.3525174104650195,0.7138219322383755,6,0,0,0,0,1,0,0,0,0,0,0
Morocco,4.97,-0.502605516763933,-1.1701070329889365,0.060564112827925905,0.0707386681817468,-1.1593537347814884,0.5533854541877422,7,0,0,0,0,1,0,0,0,0,0,0
Morocco,5.142,-0.4765827157337347,-1.8424936633643627,0.10084466528691768,-1.2505049214055382,-1.3026687199660438,0.15764214166284743,8,0,0,0,0,1,0,0,0,0,0,0
Morocco,5.163,-0.4392833675904525,-1.76589265484058,0.18140577020489745,-0.2435030504227968,-1.4148282735887394,0.5373418063826789,10,0,0,0,0,1,0,0,0,0,0,0
Morocco,5.386,-0.4418856476934723,-1.3488427195444295,0.22168632266388733,0.4992501026424873,-1.470908050400087,-0.13114351882829248,11,0,0,0,0,1,0,0,0,0,0,0
Morocco,5.312,-0.4167302733642817,-1.4679998439147584,0.2619668751228772,0.47782453091945026,-1.3400552378402757,0.5319939237809912,12,0,0,0,0,1,0,0,0,0,0,0
Morocco,4.897,-0.4028514461481765,-2.2084762596446574,0.302247427581869,0.18500838403794448,-1.4522147914629713,0.5426896889843666,13,0,0,0,0,1,0,0,0,0,0,0
Morocco,5.057,-0.3933097524371032,-2.370189499861532,0.3425279800408589,0.0707386681817468,-1.514525654586691,0.08277178523921855,14,0,0,0,0,1,0,0,0,0,0,0
Morocco,4.803,-0.4401507942914586,-2.2169874828139666,0.38280853249984875,0.5135338171245121,-1.4210593599011114,0.32877438491685623,15,0,0,0,0,1,0,0,0,0,0,0
Morocco,4.918,-0.41239313985924814,-2.157408920628802,0.34360212810643137,0.19215024127895683,-1.464676964087715,0.31807861971348067,16,0,0,0,0,1,0,0,0,0,0,0
Mozambique,4.595,-2.257409732900238,0.5576712703808281,-2.5308180953671138,-0.4506169104121543,0.26133394443932173,0.08811966784090633,1,0,0,0,0,0,0,0,0,1,0,0
Mozambique,4.833,-2.216640677952928,-0.5572989647986755,-2.4368301396294694,-0.7434330572936608,0.46695979274759686,0.6015163976029322,2,0,0,0,0,0,0,0,0,1,0,0
Mozambique,4.654,-2.180208756510652,-0.4892091794442019,-2.342842183891825,-1.6647326413842538,0.04324592350630265,0.65499522361981,3,0,0,0,0,0,0,0,0,1,0,0
Mozambique,4.971,-2.0813221125959025,0.038486657052967214,-2.058192946514961,-0.7720004862577102,-0.1436866658648566,-0.12044775362491694,6,0,0,0,0,0,0,0,0,1,0,0
Mozambique,4.55,-1.940798987032837,-1.2552192646820284,-1.6714996429086542,0.4706826736784379,0.5604260874331765,-0.5857135399717529,10,0,0,0,0,0,0,0,0,1,0,0
Mozambique,4.28,-1.9269201598167318,-1.153084586650318,-1.4029626265153858,0.5421012460885615,-0.18107318373908843,-0.31831940988736407,12,0,0,0,0,0,0,0,0,1,0,0
Mozambique,4.654,-1.922583026311699,-0.6424111964917674,-1.2686941183187515,1.0705986819234756,0.31118263493829756,-0.27018846647217465,13,0,0,0,0,0,0,0,0,1,0,0
Mozambique,4.932,-1.9286550132187448,-0.6083663038145306,-1.1344256101221173,0.8777685364161422,0.4607287064352249,-0.31831940988736407,14,0,0,0,0,0,0,0,0,1,0,0
Mozambique,4.794,-1.926052733115725,-0.5913438574759122,-1.2007542531712545,0.9634708233082904,0.38595567068676123,-0.3076236446839885,16,0,0,0,0,0,0,0,0,1,0,0
Myanmar,4.439,-1.0586260321091487,-1.7148253158247249,-0.8900569252042431,-0.4006239097250686,4.024910077111994,-0.24879693606542355,7,0,0,0,0,0,0,0,1,0,0,0
Myanmar,4.176,-0.9961713096366744,-0.4806979562748927,-0.8417202622534549,0.1992920985199692,4.29907787485636,-0.5536262443616262,8,0,0,0,0,0,0,0,1,0,0,0
Myanmar,4.786,-0.9363188672672214,-0.33600716239663636,-0.7933835993026666,0.6500226443971938,4.355157651667708,-0.7996288440392639,9,0,0,0,0,0,0,0,1,0,0,0
Myanmar,4.224,-0.8842732652068264,-0.5232540721214387,-0.7450469363518784,0.4349733874733769,4.292846788543988,-0.5803656573700651,10,0,0,0,0,0,0,0,1,0,0,0
Myanmar,4.623,-0.8417693568575045,-0.1742939221797617,-0.7047663838928885,0.9277615371032286,4.236767011732642,-0.7194106050139473,11,0,0,0,0,0,0,0,1,0,0,0
Myanmar,4.154,-0.7931934616011355,-0.15727147584114332,-0.6644858314338976,0.9920382522723398,4.056065508673854,-0.6552360137936939,12,0,0,0,0,0,0,0,1,0,0,0
Myanmar,4.411,-0.7420152862417481,-0.33600716239663636,-0.6242052789749077,1.134875397092587,3.059091698694338,-0.5054953009464362,13,0,0,0,0,0,0,0,1,0,0,0
Myanmar,4.434,-0.7229318988196031,-0.4296306172590375,-0.5839247265159179,1.0848823964055003,3.5014988268727487,-0.31831940988736407,14,0,0,0,0,0,0,0,1,0,0,0
Myanmar,4.431,-0.7151250585105436,-0.1487602526718341,-0.543644174056927,0.5563849605705862,2.9344699724468986,-0.5054953009464362,15,0,0,0,0,0,0,0,1,0,0,0
Myanmar,4.426,-0.726401605623629,-0.2934510465500904,-0.5836561894995242,0.9206196798622163,3.1774823386294058,-0.43597282712449514,16,0,0,0,0,0,0,0,1,0,0,0
Namibia,4.886,-0.27707457450222317,0.12359888874605916,-1.8755877753675385,0.2421432419660433,-0.6234803119174986,0.5212981585776156,2,0,0,0,0,0,0,0,0,1,0,0
Namibia,4.574,-0.12700975522808533,-0.4296306172590375,-1.1397963504499835,0.7277895343548827,-1.1344293895320006,0.2592519110949152,9,0,0,0,0,0,0,0,0,1,0,0
Namibia,4.441,-0.14175600914519668,0.12359888874605916,-1.0001571019254831,0.44925710195540164,-1.1780469937186042,0.4785150977641134,12,0,0,0,0,0,0,0,0,1,0,0
Namibia,4.834,-0.15129770285626837,0.4300029228411901,-0.9598765494664933,0.049313096458709745,-1.0471941811587928,0.55873333678943,13,0,0,0,0,0,0,0,0,1,0,0
Namibia,4.436,-0.17818793058747273,0.26828968262431546,-0.9195959970075034,-0.05781476215647558,-1.0783496127206527,0.7352134626451267,14,0,0,0,0,0,0,0,0,1,0,0
Namibia,4.451,-0.2380403729569273,-0.6168775269838398,-0.8793154445485125,-0.5791703407503767,-0.6421735708546145,0.3662095631286707,15,0,0,0,0,0,0,0,0,1,0,0
Namibia,4.574,-0.18859705099955207,0.038486657052967214,-0.9197302655156997,-0.20065190697672267,-0.9225724549113533,0.5640812193911178,16,0,0,0,0,0,0,0,0,1,0,0
Nepal,4.567,-1.5287713040547133,0.5151151545342821,-0.865888593728849,-0.4149076242070933,0.9164881624258606,0.8314753494755066,1,0,0,0,0,0,0,1,0,0,0,0
Nepal,4.748,-1.5096879166325683,-0.22536126119561686,-0.7987543396305319,-2.3860602227265013,1.9811137666539866,0.7993880538653799,2,0,0,0,0,0,0,1,0,0,0,0
Nepal,4.441,-1.4680514349842526,0.038486657052967214,-0.7316200855322147,-0.9219794883189697,1.8191055225323152,0.8475189972805699,3,0,0,0,0,0,0,1,0,0,0,0
Nepal,4.917,-1.4359566470470093,-0.0040694587935787545,-0.6644858314338976,-0.9362632028009944,0.28002720337643766,1.1149131273649582,4,0,0,0,0,0,0,1,0,0,0,0
Nepal,4.35,-1.3995247256047332,-0.2934510465500904,-0.5973515773355805,-1.6290233551791922,0.5791193463702924,0.9063457058991354,5,0,0,0,0,0,0,1,0,0,0,0
Nepal,3.809,-1.3717670711725227,-0.6168775269838398,-0.5704978756962543,-1.5861722117331178,-0.05645145749164893,1.034694888339642,6,0,0,0,0,0,0,1,0,0,0,0
Nepal,4.233,-1.3292631628232001,-0.6764560891690041,-0.543644174056927,-0.7791423434987226,0.442035447498109,0.7566049930518778,7,0,0,0,0,0,0,1,0,0,0,0
Nepal,4.605,-1.2919638146799173,-0.625388750153149,-0.5167904724176008,-0.17922633525368561,0.9467534388002389,0.7245176974417511,8,0,0,0,0,0,0,1,0,0,0,0
Nepal,4.975,-1.240785639320529,-0.23387248436492605,-0.4899367707782736,-0.25064490766380915,0.7598208494290797,0.5319939237809912,9,0,0,0,0,0,0,1,0,0,0,0
Nepal,4.812,-1.2164976916923453,-0.5572989647986755,-0.4630830691389463,0.11358981162782093,1.420315998540509,0.44107991955229897,10,0,0,0,0,0,0,1,0,0,0,0
Nepal,5.1,-1.2190999717953652,0.20019989726984191,-0.3153877101226495,0.6563709619447591,1.0526819061105626,0.4036447413404845,11,0,0,0,0,0,0,1,0,0,0,0
Nepal,4.737,-1.1618498095289311,0.021464210714348828,-0.16769235110635167,0.6992221053908333,0.8408249714899154,0.15229425906115965,12,0,0,0,0,0,0,1,0,0,0,0
Nepal,4.91,-1.1202133278806155,-0.38707450141249156,-0.019996992090053855,0.16358281231490743,0.7660519357414516,0.0025535462139019125,13,0,0,0,0,0,0,1,0,0,0,0
Nepal,5.449,-1.0777094195312937,-0.3530296087352548,0.127698366926243,0.3064199571351545,1.0464508197981905,-0.15788293183673136,14,0,0,0,0,0,0,1,0,0,0,0
Nepal,5.269,-1.091588246747399,-0.33600716239663636,0.07842182441807956,0.2492850992070557,0.9529845251126109,-0.07766469281141473,16,0,0,0,0,0,0,1,0,0,0,0
Netherlands,7.464,1.2452592857643199,1.1364344458938522,0.9064557144667229,1.099166110887525,1.6829117788476131,-0.9119343786747072,0,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.452,1.3033768747317607,1.1109007763859247,0.9601631177453754,1.0634568246824634,2.1493530970880297,-1.5857675864873662,2,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.631,1.3189905553498782,1.1109007763859247,0.9870168193847026,0.9706126805493027,2.2802059096478415,-1.7248125341312484,3,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.502,1.2886306208146494,1.2215466775869444,1.040724222663357,1.2420032557077723,2.1805085286498898,-1.8317701861650035,5,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.564,1.2981723145257211,1.0598334373700695,1.056836443646952,1.2705706846718217,2.0995044065890545,-2.0456854902325143,6,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.471,1.2860283407116295,1.0683446605393787,1.0729486646305486,0.9277615371032286,1.8004122635951991,-1.6445942951059316,7,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.407,1.282558633907602,0.949187536169051,1.0890608856141453,1.2277195412257476,1.906340730905523,-1.2648946303860997,8,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.321,1.2912329009176693,0.8130079654601039,1.1051731065977402,1.1634428260566363,2.0683489750271944,-1.5215929952671128,9,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.324,1.3042443014327667,0.5576712703808281,1.1212853275813368,1.1205916826105622,1.632172933161156,-1.7622477123430627,10,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.541,1.3189905553498782,0.9576987593383602,1.1347121784009995,1.1420172543335994,1.4950890342889727,-1.6499421777076193,11,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.459,1.338073942772023,1.0513222142007612,1.1481390292206641,1.2348613984667598,1.5636309837250644,-2.0242939598257634,12,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.463,1.3554224767921557,1.0683446605393787,1.1615658800403268,1.2348613984667598,1.0090643019239587,-1.9815108990122612,13,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.425,1.3658315972042334,1.085367106877997,1.1749927308599912,0.9920382522723398,1.3330807901673012,-2.0403376076308266,14,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.504,1.3207254087518918,1.1109007763859247,1.188419581679654,1.3419892570819452,0.9467534388002389,-2.4628203331641605,15,0,0,0,0,0,0,0,0,0,0,1
Netherlands,7.464,1.3476156364830962,1.0938783300473063,1.1749927308599912,1.1848683977796735,1.0962995102971662,-2.1579910248679575,16,0,0,0,0,0,0,0,0,0,0,1
New Zealand,7.305,0.9954403958744256,1.127923222724543,1.01387052102403,1.3205636853589082,1.9499583350921268,-2.7676496414603635,1,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.604,1.0127889298945567,1.3066589092800363,1.040724222663357,0.934903394344241,1.7443324867838517,-2.387949976740532,2,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.381,0.9971752492764393,1.1109007763859247,1.0675779243026824,1.0420312529594262,1.862723126718919,-2.179382555274709,3,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.224,0.9902358356683859,1.383259917803819,1.1212853275813368,1.220577683984735,1.5885553289745522,-2.2489050290966497,5,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.191,1.004114662884491,1.1960130080790168,1.1373975485649335,1.3419892570819452,1.7754879183457113,-2.5269949243844136,6,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.25,1.018860916801604,0.991743652015597,1.1535097695485284,1.1063079681285375,1.7941811772828273,-2.4200372723506587,7,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.28,1.0344745974197214,1.2300579007562535,1.169621990532125,1.4062659722510555,1.4826268616642286,-2.2970359725118397,8,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.306,1.0526905581408603,1.0938783300473063,1.185734211515722,1.3205636853589082,2.1742774423375177,-2.5056033939776627,9,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.418,1.0665693853569655,1.47688337266622,1.2018464324993166,1.3919822577690308,2.0558868024024504,-2.9708691803244993,10,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.226,1.0795807858720632,1.0513222142007612,1.2287001341386439,1.2848543991538464,1.663328364723016,-2.4788639809692237,11,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.327,1.0882550528821286,1.204524231248326,1.255553835777971,1.3919822577690308,1.8377987814694312,-2.7783454066637394,12,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.37,1.1116755738093071,1.1960130080790168,1.2824075374172983,1.4419752584561174,0.7535897631167077,-2.8585636456890557,13,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.205,1.1168801340153467,1.0683446605393787,1.3092612390566254,1.177726540538661,0.9841399566744707,-2.714170815443486,14,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.257,1.0596299717489122,1.1789905617403984,1.3361149406959507,1.220577683984735,0.7847451946785676,-2.452124567960785,15,0,0,0,0,0,1,0,0,0,0,0
New Zealand,7.277,1.0969293198921959,1.1449456690631614,1.3092612390566254,1.299138113635871,0.8408249714899154,-2.6713877546299836,16,0,0,0,0,0,1,0,0,0,0,0
Nicaragua,4.46,-0.8504436238675701,0.5406488240422097,0.06593485315579212,-0.014963618710401451,0.06817026875579055,0.5480375715860545,1,0,0,0,1,0,0,0,0,0,0,0
Nicaragua,4.944,-0.8192162626313337,0.44702536917980856,0.1115861459426482,0.634945390221722,0.8782114893641473,0.4517756847556745,2,0,0,0,1,0,0,0,0,0,0,0
Nicaragua,5.104,-0.801867728611201,0.3704243606560258,0.15723743872950238,0.31356181437616687,0.47942196537234083,0.41434050654386007,3,0,0,0,1,0,0,0,0,0,0,0
Nicaragua,5.353,-0.8426367835585107,0.1831774509312235,0.20288873151635847,-0.007821761469389097,0.442035447498109,0.28064344150166626,4,0,0,0,1,0,0,0,0,0,0,0
Nicaragua,5.687,-0.81748140922932,0.42149169967188094,0.24854002430321454,0.3207036716171792,0.11801895925476633,0.32342650231516845,5,0,0,0,1,0,0,0,0,0,0,0
Nicaragua,5.386,-0.7758449275810042,-0.11471535999459734,0.2780790961064739,0.2278595274840186,-0.11876232061536869,0.09881543304428188,6,0,0,0,1,0,0,0,0,0,0,0
Nicaragua,5.448,-0.7324735925306748,0.6853396179204659,0.3076181679097333,0.734931391595895,0.11178787294239437,-0.5215389487514995,7,0,0,0,1,0,0,0,0,0,0,0
Nicaragua,5.772,-0.7021136579954445,0.46404781551842694,0.33715723971299266,0.7992081067650062,0.24887177181457779,-0.5643220095650018,8,0,0,0,1,0,0,0,0,0,0,0
Nicaragua,6.275,-0.6734885768622279,0.2172223436084603,0.36669631151625204,0.4992501026424873,0.6538923821187561,-0.22740540565867245,9,0,0,0,1,0,0,0,0,0,0,0
Nicaragua,5.924,-0.6439960690280052,0.11508766557674996,0.3962353833195114,0.44211524471438923,0.4856530516847128,-0.07231681020972695,10,0,0,0,1,0,0,0,0,0,0,0
Nicaragua,6.013,-0.6162384145957948,0.33637946797878904,0.4365159357785032,-0.2149356214587474,0.24887177181457779,-0.056273162404663624,11,0,0,0,1,0,0,0,0,0,0,0
Nicaragua,6.476,-0.5884807601635843,0.2087111204391511,0.47679648823749304,1.2491451129487845,0.06817026875579055,-0.36645035330255404,12,0,0,0,1,0,0,0,0,0,0,0
Nicaragua,5.819,-0.634454375316932,0.3448906911480982,0.517077040696483,0.356412957822241,0.061939182443418575,-0.1525350492350436,13,0,0,0,1,0,0,0,0,0,0,0
